GeneID	Length	Ngfr-P-3
15405	2272	0
723820	85	0
15395	3142	0
15396	2244	0
15397	1839	0
15398	1313	0
70593	2916	0
14028	2877	0
74304	664	0
58875	1734	2194
52440	3285	8439
231986	3098	181
100504507	519	0
666259	851	18
320189	3029	5
100504577	358	2
231991	2873	149
66873	5358	59
71287	1597	6
69993	3404	36
78616	1998	0
100502661	3220	0
100042056	4486	1
78004	1381	66
330319	4204	19
69938	1777	4
231997	2644	136
231999	6989	648
68235	1710	56
387524	2610	1470
107607	4415	1419
110175	1362	132
353172	2390	1793
12922	2654	0
21743	1023	0
330323	4785	336
11826	2760	16
14602	1598	0
330324	3151	0
11517	6243	48
11922	2154	0
100041339	1092	0
232016	3284	1578
19051	1738	1
18575	12827	127
66373	501	35
78937	6691	3183
210973	3868	1810
27055	3011	2520
100861676	602	0
107569	1780	794
171194	894	1
171192	948	0
171193	912	0
434016	936	0
171205	1213	0
171203	1051	0
113858	936	0
113860	900	0
626397	924	0
113862	903	0
113864	912	0
113863	900	0
171202	912	0
171189	912	0
171199	900	0
171200	927	0
434017	912	0
243382	5560	582
67138	5279	261
66459	5410	506
71835	3657	631
232023	2886	1643
171201	894	0
171196	909	0
171197	909	0
171191	891	0
113865	909	0
171190	1020	0
171206	912	0
171198	909	0
113859	912	0
171195	909	0
626828	912	0
26357	2491	9
73998	4731	661
58243	1894	6
58909	4293	228
68140	3007	457
243385	3100	1093
434019	2527	0
208079	1448	0
20617	1463	2
70945	4636	1
100504262	1661	30
232035	5654	696
14804	3024	395
100504298	7189	5
11921	2098	0
13990	5098	1695
54486	3298	306
634745	393	2
243407	2953	0
414084	3769	43
68169	4684	17
70779	2182	383
67653	1444	0
56150	1725	401
171188	2442	0
171187	918	0
546901	930	0
171185	891	0
171184	918	0
171183	909	0
171186	909	0
546903	918	0
100042008	498	15246
75373	1634	7
14701	4363	3517
13197	1224	847
320172	1762	49
319665	2041	1
66870	6685	9478
16162	2947	58
209590	2488	17
56753	1764	19652
692187	362	0
75070	466	0
243420	362	0
628027	362	0
243423	362	0
628056	362	0
628072	453	0
692182	353	1
243433	344	0
243428	353	0
243431	351	0
628144	351	0
434024	359	0
667435	353	0
434025	348	0
16098	357	0
381776	360	0
545847	353	0
381777	357	0
628268	362	0
381778	348	0
692169	347	0
724035	211	0
243439	353	0
434028	362	0
435900	347	0
692165	345	0
434031	347	0
667550	347	0
692161	347	0
384410	351	0
434033	358	0
434034	351	0
384411	338	0
692154	362	0
243451	343	0
434036	347	0
692152	347	0
243453	358	0
545848	348	0
213684	358	0
545849	358	0
236047	358	0
628516	358	0
385109	352	0
692138	232	0
434586	352	0
385120	438	0
628541	348	0
384515	352	0
19783	238	0
628571	352	0
636752	352	0
546244	352	0
667683	352	0
385277	264	0
381831	330	0
384514	332	0
235952	352	0
385253	352	0
385291	352	0
546213	358	0
619806	358	0
381782	352	0
619846	347	0
692245	347	0
545850	347	0
545851	347	0
381783	347	0
619960	347	0
620017	347	0
620050	347	0
384417	347	0
620088	347	0
620105	362	0
620126	365	0
243461	365	0
434039	347	0
384419	365	0
620191	347	0
434040	365	0
434041	360	0
620240	371	0
381784	347	0
677858	365	0
434685	284	0
637227	347	0
620400	362	0
108024	347	0
232065	365	0
667859	370	0
667865	347	0
640340	365	0
108022	347	0
667881	347	0
667899	357	0
667914	359	0
667924	359	0
667928	359	0
108005	359	0
667940	359	0
626347	359	0
667946	359	0
626583	359	0
108004	359	0
110759	38	0
110760	39	0
110761	38	0
110762	38	0
110763	38	0
16071	320	1
19895	1772	1259
13666	4496	1554
74221	807	0
232077	1206	0
619547	413	1066
232078	1850	267
14080	492	0
12180	3361	0
57896	1749	2014
381785	2868	3
12526	1416	0
12525	3130	0
68477	6165	5797
22644	3264	2366
66700	2592	3173
104263	4923	3330
52250	3804	72
66223	3695	525
76614	2761	4284
69956	2595	1212
20019	6109	1800
330350	2631	0
20454	2448	3066
71265	1670	18
71093	2355	1012
20388	1876	204
28035	2237	1370
100504536	963	23
68364	4636	872
232086	1510	320
66510	1383	2222
53620	1648	373
22320	786	4776
56316	2899	739
232087	2804	7801
78108	1933	148
71130	1278	139
12332	1249	4456
232089	2235	834
67442	1937	1146
22134	5025	9872
21415	2784	2750
100038714	1529	42
74287	3251	2813
19240	943	240
330354	3513	0
330355	12652	38
56451	1392	1579
66740	1095	0
100043338	495	368
12386	4130	23
74342	2521	8
70753	2219	0
434050	1236	171
18489	759	0
30053	782	8
19694	837	2
19693	692	1
19692	769	38
19695	774	11257
100504701	2088	0
100463512	334	1
243499	3693	0
100504719	1756	0
723871	78	0
74220	787	0
330361	3375	363
56284	5016	652
100504740	1535	7
232146	1768	404
21336	5026	197
66979	1694	658
15277	5513	3946
69652	1831	10
20355	5014	19
110958	2051	3
13448	1807	318
16950	4049	25
64704	1725	462
11993	1511	3028
93838	3158	532
21909	1434	0
69837	874	188
16815	817	2
100499518	77	0
243510	3129	338
68499	620	517
57377	2770	2226
22377	1321	1370
70020	1038	571
20166	3358	2043
75659	1267	50
71837	2050	133
13191	4508	5586
232156	5124	87
17768	2070	104
232157	1562	2431
78653	530	375
194388	10907	6856
320775	1689	16
27369	1110	931
11468	1315	1
70527	2157	895
100861870	3734	4
51811	2400	0
246278	1530	15
545859	1435	0
574519	2118	0
24113	1233	0
110935	1927	971
67934	349	1
75305	1737	7
21766	1454	1388
665004	795	2
56174	1422	728
232164	3325	2183
18139	6470	4609
26903	7056	1
100038556	762	0
232174	4849	1438
75914	5440	2796
108176	986	516
545861	4643	2
20751	1226	967
13796	1173	0
94282	3654	240
52055	6124	544
735267	82	0
384452	1602	0
232187	2493	361
73327	1296	172
12468	2452	4330
330369	6562	4
13656	2100	203
236266	9984	1287
100043497	686	0
93674	1966	2
623273	1170	0
100504710	1380	0
69049	986	1
68396	932	5
100043508	483	1509
93673	3280	0
75541	3278	119
66116	1011	36
69786	2241	660
72102	6435	9145
100502586	705	28
26910	759	0
11519	3119	41
21802	4229	1620
66488	1606	394
68011	393	339
100502598	627	4
66881	4291	3675
21841	4483	1462
232196	3123	696
381792	775	24
23983	1678	6523
72012	681	493
67855	1537	8
17119	4662	971
66618	836	642
23885	2944	1123
11746	2003	4354
67170	1034	61
269774	19345	3145
56748	955	619
14583	6248	4108
52372	2227	20
69538	5264	3651
66283	1220	0
66284	777	0
68888	793	2
12154	1317	0
232201	2909	282
58182	4056	10
72103	3278	366
320001	2822	0
613264	1047	1
100503261	1290	0
58229	2754	0
545864	1349	108
54368	811	1
69834	4741	1793
57905	1620	927
12785	2178	10619
54161	4504	4990
232210	1408	754
243529	1062	154
434064	1423	5
19349	624	1565
103963	3642	6500
14461	3243	0
56691	989	0
65967	2679	566
56505	1655	399
53421	3039	6187
74589	1986	0
23945	4628	246
80283	1880	624
319655	2000	3
100038356	3118	8
100861958	527	0
17216	3371	643
24100	1829	1245
232217	2621	0
434065	1054	0
330379	753	0
18844	9028	10581
66098	1126	299
232223	2836	621
113855	933	0
113857	1025	0
113848	1098	0
113847	1069	1
113854	933	0
22297	3249	0
113856	930	0
113846	933	0
113845	909	0
24112	933	0
113852	933	0
22296	2359	0
113849	930	0
113850	840	0
113853	1122	0
113851	948	0
243535	1160	0
71797	1651	0
243537	3365	0
80292	6911	1272
243538	2141	46
66277	2294	474
100861972	533	1
107747	3084	305
100502864	682	3
71699	2687	83
232227	6812	3072
665685	803	248
54563	7035	137
232232	2494	859
14115	4477	92
22421	3176	0
75787	1112	0
69798	486	31
72170	1245	490
74122	2850	3090
100861999	834	0
22591	3634	1382
67678	631	476
100502935	1675	23
21366	6169	36486
243547	5143	31
232236	1757	541
381798	3395	2
232237	5622	1
22026	7620	1507
64658	6076	499
78287	5220	1244
22044	1381	1
100502961	159	0
243548	8676	27
101401	6036	13
74516	703	0
330385	995	5
100503057	951	1
14924	9757	648
67582	1922	198
16206	4966	10479
78773	2232	2
243574	4703	186
414067	3653	0
20917	2279	818
100862058	674	1
320265	3252	0
78482	1703	0
320701	2182	0
101351	3205	2273
232286	6781	2147
22200	2443	2116
65106	1339	3355
320502	2242	0
232288	5029	4592
17342	5178	166
330390	826	0
108655	7484	1128
100503384	3690	2
66892	2513	1299
14761	1140	118
50501	1513	0
56353	4376	1280
73395	507	0
72171	1990	321
232313	1826	49
100503438	2084	0
232314	3641	1760
55983	4106	10
207157	1560	0
18488	5183	0
12661	7751	1305
53870	3580	0
100503536	2946	0
269784	6017	1
16192	3557	0
70047	3539	540
58799	4041	1004
16979	3756	2
74729	1609	181
58911	2601	959
100043718	371	839
16438	9877	8474
100503596	829	13
75394	2390	1
20893	3113	21128
67166	2928	1581
100862120	1503	0
192193	5858	1372
100862128	734	1
627371	429	10
108073	4181	0
67336	452	0
30937	1728	12
100503613	2116	1
243612	1321	0
12391	1157	0
18430	4568	0
58186	2701	127
259302	8887	2668
14911	2061	1250
14910	1606	294
72895	6470	5870
269788	4765	2
97287	2676	1011
211232	2779	0
78783	4435	2152
18294	1545	226
52163	1434	1016
101206	1855	1031
68089	2271	1759
101100	3972	145
101122	1269	112
14311	1702	0
67767	1260	686
57890	2992	1859
171095	2369	1454
171508	2034	599
210673	3304	11
66087	1958	2103
211651	4780	164
70979	1358	5
101314	1095	2230
22346	2730	689
108960	3196	2205
381801	2646	2780
58991	527	30
110379	1301	1241
100504971	440	0
11941	7050	19
243616	4066	0
232333	4295	6
15465	4078	0
74244	4033	1329
100862196	647	0
232334	1293	1521
109292	3251	0
68971	1166	270
100503783	1048	0
20965	5646	0
110595	1416	2
19016	1984	81
381802	1774	286
70291	2539	23
67027	2240	625
110157	3066	5495
94346	1734	319
67088	5453	567
19951	504	11916
100217451	129	15
212516	2551	72
17193	3584	176
81896	4067	1047
212541	3236	11
171506	1114	0
67784	6907	217
330401	5719	1461
666634	881	1902
666648	441	15
28006	4297	2420
67492	2536	35
71779	4521	2570
11689	2827	141
100503845	448	0
258914	930	0
258019	2672	0
258020	984	0
258754	963	0
258438	933	0
67255	3165	1227
213391	6344	227
213393	1317	31230
319776	3335	3
20315	7161	18
100126203	1971	0
330403	1025	0
72263	418	0
621705	501	0
232337	1099	672
22685	2813	53
98758	2990	1948
108017	554	34
70727	3236	96
78752	3661	829
19713	7341	55
73531	787	0
213895	4288	2303
100503945	731	1
72720	3661	150
22750	3921	42
232339	5704	566
12288	9053	70
74363	2166	0
319618	3311	303
100503955	1009	14
319734	5803	41
211187	3679	2
68465	3963	3790
22419	2371	317
101358	4219	1829
111173	9787	1716
67289	837	3
19365	1978	312
232341	12052	13449
29862	822	7
330406	2961	12
67200	2935	318
214899	10969	3913
16172	3970	1026
94047	4869	0
214932	1908	610
73505	668	0
330409	9213	450
71803	1367	7
11973	1204	2310
94044	6933	2273
12122	1891	552
100505050	6696	2990
194401	2894	1368
74043	4086	1383
53857	1432	114
24110	1771	1094
100504054	415	0
14412	2150	0
14411	2563	0
243621	6840	0
232345	4671	0
17836	4657	0
17837	4544	0
381806	1350	0
17835	4683	0
50928	1365	0
625931	704	1
17113	2222	5152
13619	3839	1322
74269	817	1
108653	4017	5
667035	550	474
50530	1413	2
11628	2397	0
11810	2265	1025
14562	2109	3
73708	818	1
100043805	694	6
639606	882	59
71950	1356	2
20527	3959	3
60611	5013	2901
12267	4299	92
67602	2393	550
100862403	386	0
269799	1558	6
73149	1330	11
474145	1092	2
69810	784	1
26888	2616	16
381809	1044	0
56620	1245	7
17474	1336	1
56619	2519	0
232358	2565	0
667180	2562	0
546912	2562	0
546913	2562	0
435916	2550	0
243628	2565	0
545874	2568	0
56552	2568	0
232367	2574	0
93671	4492	11
76921	535	0
19305	3185	1353
232370	4007	36
232371	3010	133
50909	2762	108
50908	2985	201
667277	2166	4
317677	2662	4
14792	2502	1624
14791	1045	1157
12034	1360	3230
387159	72	0
723944	69	0
15170	2410	941
14790	568	1570
19866	62	20
13498	4396	5797
13807	2631	52
16977	1470	58
14794	1179	555
21991	1601	4690
22225	3176	3203
14793	1488	416
14695	1846	220
14789	2779	367
14788	2676	34
12504	3095	3
16768	2003	156
69202	1155	9825
442825	991	119
30853	1544	4502
26894	2265	2718
319352	2338	3
269800	3553	2001
28019	1617	1516
54137	2154	129
381810	1515	23
107932	6438	14288
110109	2623	1675
320678	2849	46
14433	1232	200
68298	4514	1233
100217413	71	2
66493	1515	606
100526526	87	9
22317	3154	145
213233	2080	662
78668	1353	29
21940	1576	14
73870	1093	0
22144	1509	0
17000	2092	3746
20276	3499	10173
21937	2155	3736
213522	3019	3213
12527	1192	20532
22371	8817	25
243634	3932	4
18205	1548	1098
100038574	2825	89
16493	3005	1
16485	8970	0
16494	5839	19
100504356	1019	0
66108	1322	1891
11642	3153	1
101320	2073	25
19362	1835	96
28040	2238	549
14177	1232	0
64654	1814	0
319801	3653	617
100861633	596	801
12444	5772	12996
77558	1494	20
101187	3724	483
381812	1094	48
381813	2413	0
100504457	726	0
68498	4209	0
109246	3930	6768
330427	3847	14
21679	3076	485
22158	3374	2745
72440	1957	738
14235	4365	719
71149	1092	0
60345	1896	44
101142	2299	834
14228	2167	11781
791299	4598	102
11287	4681	17
667610	517	0
232400	4698	775
17057	1274	0
94071	2160	0
100043861	645	0
17059	2632	0
80782	2212	14
232406	2742	8
93675	977	2
70809	2613	21
100504591	1082	86
408064	838	1607
232408	1708	2
232409	2271	51
93694	1214	1169
76432	769	133
12515	1620	58
381816	1566	0
232413	2222	36
71183	1621	1
56760	1170	0
232414	3294	3
243653	3268	0
56644	2277	104
108078	3569	1
330428	2875	0
100504641	806	1
57436	1773	1357
100861675	755	0
243655	913	1
16643	866	2
27007	3293	0
58179	666	0
16642	782	0
16641	735	0
735268	109	0
503550	838	4
320407	3913	0
232415	682	0
170733	1177	2
16636	1155	0
667764	816	0
16637	1116	0
16635	971	0
667769	795	0
16639	1178	0
654449	802	0
16640	1194	0
16638	1238	0
16628	823	0
16631	815	0
16634	1292	0
16627	1667	0
100048471	693	0
100862219	3798	0
625558	747	0
434094	2418	0
16633	1886	19
66441	766	208
243659	3378	347
56449	1862	8389
71392	602	0
387355	939	0
387342	927	0
387341	927	0
387340	909	0
57252	903	0
387346	930	0
100502592	897	0
381833	1621	0
381832	1284	0
667929	916	0
381818	858	0
19131	870	0
83380	951	0
381819	484	1
387348	888	0
387349	918	0
630845	930	0
353325	933	0
387351	930	0
387339	1044	1
353165	984	2
353166	993	2
353167	1002	0
112408	918	1
387344	1002	1
387345	930	0
387352	936	0
387354	963	0
387356	933	0
387343	951	0
667992	939	0
387616	939	0
381820	2509	2157
232426	647	0
545884	648	0
100502708	945	137
545886	641	0
16483	608	0
14011	5541	2499
66813	2220	106
16974	9368	5694
100861765	1373	2
67729	2376	377
67774	1937	418
70686	5107	2349
232430	2536	328
14760	2461	127
72813	2825	19
12576	2405	1702
381822	607	86
381823	3284	7
67755	1764	2241
232431	2072	18225
93746	1385	1
15199	1061	275
100502888	2572	0
74525	4209	673
100861778	395	0
14840	1487	0
76400	1256	0
13730	2721	30650
100861780	570	29
14812	7515	0
668137	1573	3
100502936	1815	2
54343	4527	4172
66857	1974	142
14917	3936	3
320332	2879	11
232440	1827	965
60321	2722	2589
320135	1138	12
654818	2052	2
109978	2384	1582
17313	599	21
69187	953	3
11857	1100	530
78600	558	1
232441	2313	538
19277	6749	27
13860	4402	2671
20901	2644	3734
232449	1688	515
277898	2461	0
56615	943	3044
109593	2101	6
50540	1356	0
70962	1149	0
632971	682	0
18705	6290	1
114875	2182	0
12344	1265	0
109135	5133	3871
11569	6616	4103
54611	4205	1
100093700	3835	0
58807	3178	0
28253	3296	0
435927	2013	0
28250	3823	1
28248	3967	0
625716	1953	2
28254	2804	0
108096	2539	64
15874	696	0
100862370	588	0
232491	2155	443
19691	4701	565
66964	2796	798
319552	351	2
232493	2657	0
16832	1290	227
100862384	367	0
16523	2188	0
20928	7538	0
321015	1392	0
100862392	483	1
12764	1760	927
330440	1475	0
665037	2459	0
20449	8995	3
74741	4468	1257
75320	6433	2808
52285	2761	0
73425	645	0
20678	7334	2002
66760	904	0
12035	8102	2
16970	2313	519
320662	2534	26
67636	1623	396
16653	4670	2203
100039495	886	31
381827	4600	1
74071	1534	1
22147	1567	0
71323	1733	399
79362	1421	38
16651	4408	344
16439	8331	1694
71177	3059	1879
67529	2828	2565
67623	3312	1543
108098	780	539
626175	626	33
74925	740	1
232533	4617	1511
272322	1740	563
69371	1268	0
67533	4875	7164
73344	2034	0
66532	982	32
232536	1067	520
545893	1123	6
232539	6571	572
100039641	2361	0
19227	1512	490
67015	2459	1363
100039727	921	0
330450	3397	94
67456	4127	1264
320737	551	0
387314	8346	691
66184	941	1224
622319	2562	0
320727	5359	2138
232560	3566	405
56306	2640	304
109163	1757	81
320560	9833	702
320204	1691	481
232566	1027	189
100038707	2936	1
67246	6080	3175
12121	5293	485
73949	775	0
245128	3449	21
100049710	83	0
100303645	2232	0
100049715	82	0
100049711	82	0
100124471	79	0
100049714	80	0
100049712	84	0
100049713	69	0
378425	4329	0
50918	3418	4338
18752	2714	91
81904	828	2
81905	1380	0
54378	783	0
245126	957	0
232790	1823	0
66091	349	973
69714	1091	374
68988	3143	1066
232791	2905	1951
100628594	86	0
69757	2213	562
353499	2346	6025
77582	2880	1232
66078	1645	1340
76846	703	9166
100861805	390	0
18733	2728	38
18722	3440	0
100041146	2049	0
18725	3464	3
675749	2166	0
100038909	2130	1
18726	2578	0
52855	3512	73
77323	2312	0
57776	3888	5
100037396	2536	3
232798	5094	5001
243813	1690	234
58804	867	881
232801	2109	42
18729	1949	3
17086	1463	0
243816	1152	0
108841	3044	1075
67425	2522	1354
320749	3640	25
232807	2982	1773
21955	934	4
21954	824	15
436022	2189	96
53420	1750	8
545902	4020	0
68255	1222	64
243819	3793	4290
66245	1488	733
381979	3184	92
330460	3418	0
232811	2235	1233
333182	604	83
243822	2687	2
16156	1944	47
100503176	733	0
78052	586	41
664968	1051	445
19943	496	251
77891	988	11
232813	6007	10
67441	1065	240
664994	1088	304
232816	3524	878
269854	1612	80
269855	4260	3
381836	1139	0
381835	3152	9
68490	2159	533
23877	2866	1071
66056	1105	357
319748	3958	1102
654801	2146	306
68992	1102	86
232821	2005	66
22185	2202	3999
13854	2565	3554
192658	1677	1
100503864	575	25
19428	1009	64
384522	933	0
81015	1832	0
665150	933	0
232827	3404	0
272350	10141	0
81014	2683	0
404284	933	0
665255	2744	0
636697	903	0
636731	903	0
81016	1996	0
81017	2172	0
404285	963	0
81013	2682	0
384525	447	16
83564	3614	0
67109	1899	546
72667	4331	547
100503253	829	6
232836	650	0
170734	1969	0
627821	961	1
384763	3671	279
213011	2765	59
330463	4990	60
22690	4146	171
100042450	2190	1
257882	966	0
258917	945	0
258918	942	0
18349	1044	0
258383	960	0
258915	939	0
269862	954	0
258384	927	0
22776	3501	0
18616	6624	218
100169889	865	0
57775	7319	0
100499513	84	0
116811	3225	0
20871	1438	1
232853	2037	463
76373	3025	14
232854	2700	91
232855	2772	457
76229	3806	45
12727	4578	3367
22306	2559	0
100042591	2586	0
22311	2559	0
624512	2586	0
100042636	2559	0
625353	2586	0
100042653	2559	0
72716	1644	0
100042848	2559	0
22310	3623	0
381838	2849	0
434113	2586	0
100042810	2559	0
100042781	2559	0
545909	2586	0
434110	2586	0
22305	3078	0
100042688	2559	0
100042894	2430	1
100042891	2559	0
100861759	1355	0
625580	2568	0
625605	2559	0
434117	2586	0
100042921	2559	0
384534	2559	0
171264	1524	0
384752	2964	0
171263	999	0
22775	4191	41
628580	960	0
252904	1732	0
171262	897	0
210045	3274	0
252910	2037	0
434555	2257	0
665780	1754	0
665798	1088	0
245109	2276	0
545913	1992	0
628737	971	0
665848	1745	0
665902	1829	0
675782	975	0
252905	921	0
171237	912	0
628898	537	104
171240	915	0
171241	918	0
171239	975	0
628946	921	0
171242	942	0
100042437	921	0
171238	927	0
100043092	1594	0
171244	921	0
171268	915	0
171243	921	0
171267	957	0
619331	2336	105
67370	6424	444
73090	853	0
637908	2421	0
666085	2421	0
100042499	2346	0
629079	2340	0
232875	3626	188
67230	7933	548
65020	3549	1414
243833	3833	89
232878	2620	305
20103	740	7341
100502827	528	1
381845	3239	107
243834	4289	301
269870	4914	310
26459	2330	5
232879	2140	369
21849	3242	7330
68953	927	2543
22192	1567	1824
109889	3497	55
252909	927	0
100312473	951	0
171261	888	0
100312474	951	0
171260	951	0
321008	3348	309
16881	3520	736
232889	3485	12
29865	1745	0
330470	822	0
77684	530	0
434264	1046	0
100043194	741	0
20859	1021	0
434121	964	0
629203	858	0
629219	969	0
100502975	1110	1
434123	659	0
76971	2243	0
638251	897	0
100417675	4528	18
627280	930	0
194588	1264	0
246792	1329	0
71468	1217	0
246791	1603	0
252829	1312	0
100862151	884	0
252830	1336	0
12951	3018	0
546024	2967	0
20364	705	3417
68077	1558	6536
100217441	99	0
259300	3058	5477
243842	5360	1764
666528	4561	4
108124	2332	3126
70394	1649	399
110891	4235	9
17537	1781	554
71723	3801	682
319430	3561	1
12273	2570	48
66300	1680	629
243846	2570	1809
170770	1976	498
56459	1871	2246
100503024	985	38
330474	6051	3361
69094	815	154
18142	2091	14
232906	8393	6577
100038912	715	0
101434	1391	0
26368	1374	0
232910	798	1679
20514	2758	4855
100503076	390	1
243853	2806	1013
97387	3535	3818
101540	3757	1931
320950	2235	31
629378	2828	8
14709	920	0
19222	3334	0
12315	2208	2989
434128	4147	9
71691	1687	0
434130	2058	176
19060	2070	2219
100503373	467	0
53417	7019	64
26436	2283	3
384557	2121	0
114872	5441	0
671132	1501	0
232919	1922	0
73250	3248	0
67084	1024	0
381852	1839	0
66996	1011	0
69785	1085	0
67315	2624	0
232925	575	0
266815	2489	0
26438	2537	0
114871	1963	0
574429	2058	0
114868	3067	1
545925	1942	0
56868	2179	0
72242	2159	0
434540	1428	0
243862	1871	0
20958	3113	2
26439	2547	3
26437	2084	113
243864	1120	838
21946	681	3092
232933	2010	614
384569	8372	3
378430	1439	0
232934	2175	197
272359	2699	1665
15377	2039	12
68188	4121	4197
83434	2357	0
13401	2520	899
13400	2761	241
100526504	65	0
20475	2853	766
243867	2962	455
67369	2100	428
107686	488	696
381853	1792	1
72205	2312	1878
724063	98	0
319197	2884	3
403187	2260	1234
22323	2252	6226
232941	1631	12
20167	2025	299
14282	3776	200522
13870	1488	457
70333	2248	559
333654	3130	2747
13871	3547	1199
100124438	75	8
232943	1784	503
12715	1415	0
100503495	1208	2
232944	2259	1233
74463	2861	46
232946	1834	315
67091	768	773
69547	2753	14
232947	2971	4093
69731	763	987
63872	1530	1060
53609	2154	1326
19698	2204	834
56457	4131	4657
11813	631	0
11425	464	0
11812	540	517
11816	1251	7992
53333	1666	1281
19294	3444	1910
57278	2407	27241
80794	1662	1355
12051	1835	1714
100502736	998	8
330483	1635	4
319930	3361	1
52118	2888	654
70080	1895	9
71601	2897	0
243874	3346	0
667067	924	0
620401	924	0
404290	966	0
620537	918	0
100312475	924	0
620574	924	0
100043523	921	0
545926	921	0
100042964	924	0
100042966	2293	0
435949	918	0
100043536	924	0
100042968	924	0
100042971	966	0
667129	918	0
667135	924	0
435946	924	0
100042976	921	0
100043550	1517	0
673977	924	0
667292	921	0
100043566	1313	0
100043569	894	0
436135	924	0
100042996	966	0
667273	888	0
667268	924	0
667262	924	0
667259	921	0
384696	924	0
435953	918	0
667240	945	0
435951	918	0
384695	924	0
381937	1308	0
670764	924	0
667215	924	0
100043013	966	0
621561	918	0
667199	924	0
621510	924	0
628475	1335	0
100043595	495	0
100043596	924	0
100043016	921	0
100043604	2403	0
100043019	945	0
100043025	918	0
667404	924	0
435940	924	0
545929	1726	0
667421	2337	0
100043614	924	0
100043029	921	0
620736	906	0
667444	894	0
100043033	924	0
100043037	966	0
667464	918	0
667469	924	0
667472	924	0
667094	921	0
100043625	1309	0
100043043	924	0
667485	918	0
81011	2439	0
100043051	924	0
100043058	966	0
435947	918	0
667504	924	0
667512	924	0
100043061	921	0
100043638	1313	0
667530	924	0
667543	921	0
100043645	1594	0
667551	894	0
100043067	924	0
670857	918	0
620758	924	0
100043079	945	0
100043083	918	0
667586	924	0
667599	924	0
100043665	1724	0
100043667	924	0
100043088	921	0
628664	1414	0
446099	3382	0
23968	3511	1
622032	948	0
100043101	930	0
100043103	915	0
546944	915	0
81012	1581	0
81010	1225	0
545934	942	0
404291	942	0
622222	915	0
546943	915	0
384572	930	0
232959	915	0
404286	972	0
100043121	655	2
232962	970	0
404289	1088	0
404287	918	0
209824	918	0
210135	3383	1351
57745	3507	119
56525	3452	288
232966	2236	15
56707	7134	551
56869	2747	207
54678	2632	115
100503506	864	25
22755	3510	240
22719	2347	353
22756	2660	110
69301	886	1
76942	935	0
16534	2037	42
71997	2232	716
100862141	529	0
210145	1831	1
18793	1396	4641
260299	2155	1857
232969	1165	149
210146	6124	2574
641361	730	217
22594	2155	1753
101544	2741	7
66071	1484	508
232970	2282	1239
72434	1629	315
100043706	1080	0
56746	1054	0
381959	1020	0
232972	1172	0
210155	882	0
68891	2714	5
26366	1050	3
232973	1095	0
71241	1619	0
20085	629	3712
12518	1327	4
16801	3598	4582
232974	1377	0
14470	875	2732
232975	3895	1
14809	3840	807
232976	4236	1231
18987	3437	16
434147	1074	2
100503578	2069	1059
67379	1828	1692
210172	3352	450
606496	2259	2082
77124	1542	109
13875	3503	4094
100503597	596	332
71722	6102	8496
18476	870	944
623131	1293	6
100862187	209	0
330485	2298	3
269878	10040	2879
72383	723	6
100503615	989	7
16890	3266	366
654804	1887	37
100862213	1252	151
232983	760	1481
26365	3736	3833
26367	3827	15
100862240	447	0
632778	910	0
66349	2389	671
232984	1867	97
12039	1773	1726
27998	1031	563
320208	877	4
232987	1021	208
21803	2094	1090
52132	2986	1699
100862251	905	790
232989	3041	4605
26362	5084	7860
74134	2621	6257
13088	1872	3126
13089	1876	1
13094	1877	0
100312477	945	0
13086	1715	150
330490	3020	0
243880	3575	0
233001	3294	0
171265	960	0
243881	2182	4
13090	2695	11
13108	1853	8
13087	1715	10698
233005	2226	1
13085	1667	4
13107	1820	438519
384724	1512	64
112406	2107	3029
19342	1170	1376
100526505	88	23
12587	567	35
53607	1570	998
414069	1748	169
100316839	120	13
233011	3218	2606
100862260	1069	2
76889	2190	791
100503685	2133	26
18223	2733	716
108075	5595	26593
192192	2347	1058
80297	9085	35
233016	865	732
170742	1257	254
55942	1188	3143
19153	5260	333
233020	2415	29
18807	2164	2137
66367	2715	804
11652	3241	1624
73032	904	0
269881	3690	885
112415	4739	76
22718	4057	515
100043229	632	7
100862275	1050	0
71163	2192	158
22717	3796	259
545938	3511	310
73430	5158	355
100043771	609	197
338354	5511	338
100043772	6546	200
23996	1436	2389
215384	7930	731
319482	7922	51
14113	1159	277
13549	2520	745
386655	1288	273
434156	2424	143
280621	1215	0
13389	2163	1
66525	1179	793
20924	3513	5412
20055	615	353
100302567	94	14
101497	5052	1758
22695	1765	97229
67224	2162	233
54624	1953	2081
233033	4391	3518
63986	1111	24
80749	2782	137
70001	552	0
330496	582	0
338374	582	0
68416	557	0
233038	1531	20
70584	2898	3017
101744	1923	43
233040	2075	65
50760	1972	509
24030	684	548
71984	1910	339
624918	1051	1
18036	1945	796
64383	1863	1894
100503790	1619	6
320435	2873	37
15388	2142	7114
51798	1138	2449
16855	1439	417
100038382	2902	3
16858	597	157
60594	2828	20
60595	3811	22174
73830	773	3896
26411	2699	21
20190	15362	2
100316710	59	0
233046	4636	129
73833	1269	261
101809	4056	42
243897	2653	25
57296	1513	2991
320225	3566	16
52150	4089	92
77254	1144	806
72275	507	947
20733	1460	11850
68458	531	8
29861	2278	9
74206	7713	8466
114675	8393	1
243900	10527	4
76718	3957	0
74352	5711	593
100316711	83	0
22693	2604	95
625349	917	1
233056	4525	634
233057	2764	100
